Pierszé <extra_id_0> jaczi pòzwã pòdónô bëła w fòrmie "Poblocz" pòchôdô z 1401 rokù.	<extra_id_0> wiadło ò wsë, <extra_id_1>
Do wëtwòrzenio wiôldżi ilosce mléka mùszi <extra_id_0> bëdła.	<extra_id_0> bëc wiôldżi stado <extra_id_1>
Pò <extra_id_0> téż wszëtczéch jinëch pòmòrsczich dialektów, króm kaszëbiznë w przerównaniém do jãzëka Pòmòrzanów dzysô nôczãsczi je brëkòwóny termin "kaszëbsczi jãzëk".	<extra_id_0> wëmiarcém słowianiznë a <extra_id_1>
Je to 984 rok naszi erë <extra_id_0> 984. rok pierszégò tësąclecégò, 84. rok X stolatégò, 4 rok 9-égò dzesãcolecô X stolatégò.	<extra_id_0> (pò narodzenim Christusa), <extra_id_1>
Pòpùlacje nordowi <extra_id_0> na zëmã na pôłnié.	<extra_id_0> i wschòdni migrëją <extra_id_1>
Òdezdrzëwają jich pisôrze młodszégò pòkòleniô, jak Jan Trepczik, Jan Rómpsczi i <extra_id_0> wkół cządnika "	<extra_id_0> jini, zbiérający sã <extra_id_1>
Je nôstarszą na <extra_id_0> metalową knéżką.	<extra_id_0> swiece, zretaną, przenosną, <extra_id_1>
Òno mô wiéchrzëznã kòl 750 000 km² <extra_id_0> 95 m.	<extra_id_0> i strzédną głãbòkòsc <extra_id_1>
Wòdny karëséwc abò Wòdnô krowa (Dytiscus marginalis) - to je <extra_id_0> rodzëznë karëséwcowatëch.	<extra_id_0> wiôldżi bączk z <extra_id_1>
Wikszosc nëch krajów wespółrobi <extra_id_0> Partnerstwa”.	<extra_id_0> w ramach „Eùropejsczégò <extra_id_1>
Sydonia von Bòrk (1548–1620) - snôzô szlachcónka, chtërna nie <extra_id_0> nié mia dzecé.	<extra_id_0> bëła żeniałi i <extra_id_1>
Isabelle Yasmine Adjani (ùr. 27 czerwińca 1955 w Parizu) – francëka aktórka <extra_id_0> kabylsczich i niemiecczich kòrzniach.	<extra_id_0> i spiéwôczka ò <extra_id_1>
Tu je <extra_id_0> rokù.	<extra_id_0> kòscół òd 1632 <extra_id_1>
Studia prawniczé <extra_id_0> i Strasburgu.	<extra_id_0> kończył w Lëpskù <extra_id_1>
Na nordze Kaszëb wilijnym smaczkã béł gòtowóny wãgòrz <extra_id_0> krëszkama abò solony wãgòrz z pùlkama.	<extra_id_0> z klóskama i <extra_id_1>
W starożëtnym sanskrice <extra_id_0> strënã.	<extra_id_0> słowò 'tar' òznôczało <extra_id_1>
Tu je pôłniowi zemsczi <extra_id_0> np.	<extra_id_0> dżib, a żëją <extra_id_1>
Wiôldżi Czwiôrtk dlô Kaszëbów je nôlepszim <extra_id_0> roscënów i seniô.	<extra_id_0> czasã do sadzeniô <extra_id_1>
Życie <extra_id_0> ks.	<extra_id_0> i twórczość <extra_id_1>
Ametist <extra_id_0> mineral.	<extra_id_0> - to je <extra_id_1>
Ùkłȏdȏ òn słowiznᾶ <extra_id_0> kòntrastnëch sztëkach, np.	<extra_id_0> w pȏrë ò <extra_id_1>
Zwãk òdziwô sã tej, czej òrganista przë ùżëcym <extra_id_0> òtemknie wentil doprowadzający left z registrowégò kanału do piszczówczi.	<extra_id_0> trakturë grë (klawisza) <extra_id_1>
To je ôrt suska, chtëren - co za <extra_id_0> jaja jak gadzënë.	<extra_id_0> dzyw - niese <extra_id_1>
Òn jednak <extra_id_0> sã ùrodzył, żił i robiił.	<extra_id_0> òstôł tam, gdze <extra_id_1>
Pôłniowi krańc Bòsnie i Hercegòwinë <extra_id_0> strzódzemnomòrsczégò klimatu.	<extra_id_0> leżi w conie <extra_id_1>
Francuz Georges Demenÿ ùsadzył cwiczënczi do mùzyczi, chtërné bëłë tak <extra_id_0> widzałosc rëchù, elasticznosc miãsniów i bëlną pòstawã.	<extra_id_0> ùłożoné bë rozkòscérzac <extra_id_1>
Nôleżnik Eùropejsczi Filmòwi Akademii, Stowôrë Ùsôdców <extra_id_0> Pòlsczi Filmòwi Akademii, Stowôrë Pòlsczich Filmòwców.	<extra_id_0> Òbrazu Fabùlarnégò Filmù, <extra_id_1>
Terô <extra_id_0> katédra.	<extra_id_0> tu je <extra_id_1>
Stolëca i <extra_id_0> Hawana.	<extra_id_0> nôwikszi gard to <extra_id_1>
We wschòdnym i pôłniowim dzélu Africzi roscą nisczé i wësoczé trôwë, pòjedińczé drzewa (palmë, baòbabë, <extra_id_0> préklowaté chwarzna.	<extra_id_0> akacje), a téż <extra_id_1>
Wiele Prësôków i Prësôczków <extra_id_0> ale dzél jich béł katolëcczi.	<extra_id_0> bëło lëtersczi wiarë, <extra_id_1>
Ùsôdzoné w 1122 rokù p.n.e, na pòdstpòdlim niewiôldżégò <extra_id_0> Rangang).	<extra_id_0> szëdlëca (dzysô dzelnica <extra_id_1>
Nôwiãkszé nôdzeje pòkłôdô sã w jedurnym egzemplarzu <extra_id_0> szczéniãcia.	<extra_id_0> zakònserwowônégò w alkòhòlu <extra_id_1>
Jakno pisôrz zadebiutowôł <extra_id_0> w cządnikù „Litery” wiérztą Mój bôcyk.	<extra_id_0> w 1966 r. <extra_id_1>
Kòpónka – to <extra_id_0> na ògle dosc snôdczi.	<extra_id_0> je drzewiany statk, <extra_id_1>
Na òbrazach je pòkôzóny w frãcëszkańsczim habice, czasã <extra_id_0> trzimô Dzecątkò Jezës.	<extra_id_0> głosy kôzania, czasã <extra_id_1>
Nawkół są krómë, <extra_id_0> auta.	<extra_id_0> jôdnicë, plac dlô <extra_id_1>
Drzewa lëstowaté <extra_id_0> zëmã.	<extra_id_0> gùbią lëstë na <extra_id_1>
Pòdsniéżk (Galanthus nivalis L.) – to je <extra_id_0> amarilkòwatëch (Amaryllidaceae).	<extra_id_0> roscëna z rodzëznë <extra_id_1>
‘’’Pedał <extra_id_0> łac.	<extra_id_0> basowi’’’ (z <extra_id_1>
W Wilnie aktiwnô je stowôra Wilno Heritage Society (pòzarządowô òrganizacja), <extra_id_0> cél ùchòwanié kaszëbsczi ë pòlsczi kùlturë.	<extra_id_0> chtërna mô za <extra_id_1>
Òn pòwiôdô téż ò pòwòłanim do Kòscoła pòganów, bò <extra_id_0> pòchòdzeniô chùtkò przewëższëła Żëdów.	<extra_id_0> lëczba chrzescéjanów pògańsczégò <extra_id_1>
Zwëczajny <extra_id_0> L.) - to je wielelatnô roscëna z rodzëznë astrowatëch (Asteraceae).	<extra_id_0> szczotecznik (Solidago virgaurea <extra_id_1>
Nad <extra_id_0> m.jin.	<extra_id_0> nią je ùsadłi <extra_id_1>
Ni <extra_id_0> do zwierząt zagrożonëch wëmarcym.	<extra_id_0> je rôwnak zarëchòwônô <extra_id_1>
Jak <extra_id_0> że tak pòwólnô gadzëna cos schwôcy?	<extra_id_0> to je mòżno, <extra_id_1>
Ji je pòklôsztorny <extra_id_0> z zôkónu sw.	<extra_id_0> kòscół pò sostrach <extra_id_1>
Przez dekadã 2007-2017 <extra_id_0> projechtë i zòrganizowóné cziledzesąt rozegracjów.	<extra_id_0> mają zrealizowóné 22 <extra_id_1>
Krzoska (Dianthus carthusianorum) – to je wielelatnô <extra_id_0> granôtkòwatëch.	<extra_id_0> roscëna z rodzëznë <extra_id_1>
Na kùńc ùmòczëwac Purce w krowinie zrobiony <extra_id_0> i wòdë i smaczno zjesc.	<extra_id_0> z cëkru pùdru <extra_id_1>
Zwëczajny scyżnik (Geum urbanum <extra_id_0> je ôrt roscënë z rodzëznë różowatëch.	<extra_id_0> L.) - to <extra_id_1>
Do <extra_id_0> rzôdka.	<extra_id_0> Pòlsczi przëlatëje z <extra_id_1>
Krësztof Kamil Baczińsczi je patronã wiele <extra_id_0> òrganizacji i jinszich jinstitucjów.	<extra_id_0> szkòłów, bibliotek, harcersczich <extra_id_1>
Franz Tetzner <extra_id_0> - ùm.	<extra_id_0> (ùr. 1863 rokù, <extra_id_1>
Ne wiérztë <extra_id_0> mô tołmaczoné Kirsti Siraste.	<extra_id_0> na fińsczi jãzëk <extra_id_1>
Na jegò kòńcu był kòceł ze <extra_id_0> kòsz z wãdżielem.	<extra_id_0> smòłą abò żelôzny <extra_id_1>
Môrcën Lëter (miem. Martin Luther) (1483 <extra_id_0> béł miemiecczim zôkònnikã, a pòtemù przédnym refòrmatorã, ni leno dlô Miemców, ale w swiece.	<extra_id_0> - 1546) - <extra_id_1>
Taczé sztëlisticzny sztaturë bë brëkòwȏł do plasticznégò òbrazowégò i czëcowégò <extra_id_0> np.	<extra_id_0> pòkȏzaniȏ zamkłoscë wëpòwiescë, <extra_id_1>
Dzejôł òbczas II swiatowi wòjnë (òd 2 séwnika 1939 <extra_id_0> 1945).	<extra_id_0> do 9 maja <extra_id_1>
Kudowa-Zdrój - <extra_id_0> Pòlsce, w dólnoszląsczé wòjewództwò.	<extra_id_0> je gardã w <extra_id_1>
Òb czas wòjnë 1920 dobëła je Czerwònô Armia, i <extra_id_0> w 1939 rokù drëdżi rôz.	<extra_id_0> tak téż bëło <extra_id_1>
Astronomijô badérëje pòchòdzënk, ewolucëjã, chemiczné ë fizyczné swòjiznë òbiektów jaczé <extra_id_0> na niebie (ë są bùten wiodrowinë), ôs zrzeszoné z nima procesë.	<extra_id_0> mògą bëc òbserwòwóné <extra_id_1>
Òstatné mésterstwa w Feldhandballu <extra_id_0> rokù 1976.	<extra_id_0> òdbëłë sã w <extra_id_1>
Mòże gò zrobic <extra_id_0> dag) so rozrobic w cepłim mlékù.	<extra_id_0> tak: młodze (10 <extra_id_1>
Bobolice (we zdrojach: Bobolitz <extra_id_0> Bubblytze 1369, Bubòlc (Cenôwa); miem.	<extra_id_0> 1262, Bublitz 1288, <extra_id_1>
Młënôrz - zajimó sã <extra_id_0> zôrna w młinie.	<extra_id_0> młocém mączi z <extra_id_1>
Zniszczono tak wiele dokôzów ternych malôrzów taczich <extra_id_0> Redoute, Pillement, Watteau.	<extra_id_0> jak Boucher, Fragonard, <extra_id_1>
Na chrzce córka dostała miono <extra_id_0> grecczégò òznôczô „czëstô”.	<extra_id_0> Katarzëna co z <extra_id_1>
Je <extra_id_0> nordowòkaszëbsczich dialektów.	<extra_id_0> to tradicëjnô òbéńda <extra_id_1>
Piérszô zmiónka <extra_id_0> dopiérze z 1323 r. z lëstu wiôldzédò ksãca Giedymina do papiéża Jana XXIII.	<extra_id_0> ò miesce pòchôdô <extra_id_1>
Zrzeszéńcowie to <extra_id_0> wkół cządnika "	<extra_id_0> pòétné karno, zebróné <extra_id_1>
Béł <extra_id_0> Rzëmian.	<extra_id_0> òn rodnym jãzëkã <extra_id_1>
W <extra_id_0> kwas.	<extra_id_0> ni je salicylowi <extra_id_1>
Przez swòje môłe kòmpùtrowé <extra_id_0> òn, juwerno do Damn Small Linux, brëkòwac téż na stôrszëch kòmpùtrach.	<extra_id_0> wëmòdżi dô sã <extra_id_1>
Wëizolowany fragment nôleży do genu Col2A1 i òdpòwiadô za twòrzenie tkanczi <extra_id_0> niegò fragment kòdujący mòdré barwnik, w efekce òbserwacjë zauważono aktywnosc genu i òbecnosc mòdrégò barwnika.	<extra_id_0> chrzãstné; dołączëlë do <extra_id_1>
Òd lat <extra_id_0> spòtikô sã gniôzda przërëchtowóné przez człowieka na słupach òd prądu.	<extra_id_0> 70. XX wiekù <extra_id_1>
Czedës <extra_id_0> cesla.	<extra_id_0> béł òkrãtowi <extra_id_1>
Pajiczënowaty grëzlôk (Arctium tomentosum) - to <extra_id_0> z rodzëznë astrowatëch.	<extra_id_0> je dwalatnô roscëna <extra_id_1>
Przë ùprôwianim je wiôlgô dba <extra_id_0> chòrobama.	<extra_id_0> ò òchronã przed <extra_id_1>
Azymùt <extra_id_0> midze nordowym dzélem półnika òdnieseniô, a gwësnym czierunkã równiszczë.	<extra_id_0> je nórtã zamkłim <extra_id_1>
Dead Kennedys <extra_id_0> spòlëczné jiwre ë prowòkòwôł nié le blós tekstama.	<extra_id_0> dôwôł bôczenié na <extra_id_1>
Zôs miemiecczi slawista z Górnégò Szląska Reinhold Olesch, miôł <extra_id_0> rôdną mòwã.	<extra_id_0> szląsczi za swòją <extra_id_1>
Wartësłôw - <extra_id_0> ôrtu.	<extra_id_0> kaszëbszczé miono chłopsczégò <extra_id_1>
Kukówczëna kapùsta (Menyanthes trifoliata L.) – <extra_id_0> z rodzëznë bòbkòwatëch.	<extra_id_0> to je roscëna <extra_id_1>
Spòdlecznã doczëznã do wërôbianiô wiãzëdła je héklôcz <extra_id_0> doczëzny, chtërny bãdze wërôbiany.	<extra_id_0> i jaczis ôrt <extra_id_1>
Kòle 67 r. Paweł je zôs zamkłi w rzimsczi <extra_id_0> Drëdżi Lëst do Timoteusza.	<extra_id_0> sôdzë, skądka pisze <extra_id_1>
Kasper (Crex <extra_id_0> ptôch z rodzëznë kasprowatëch.	<extra_id_0> crex) – strzédny <extra_id_1>
Szatlach (Rhamnus L.) – to je <extra_id_0> rodzëznë szatlachòwatëch.	<extra_id_0> szlach roscënów z <extra_id_1>
Ani <extra_id_0> (ùr.	<extra_id_0> DiFranco, <extra_id_1>
Zymk dzeli sã na nôzymk (pierszô pòłòwa), zwóny téż <extra_id_0> pòzymk (drëgô pòłòwa).	<extra_id_0> przedzymkã, ë na <extra_id_1>
W jednym kòscele <extra_id_0> w niedzelã Mszô Sw.	<extra_id_0> je tu czasem <extra_id_1>
Swiniô <extra_id_0> - to je ôrt òwada z rodzëznë Haematopinidae.	<extra_id_0> pùrchwa (Haematopinus suis) <extra_id_1>
W czasach przedhistorycznëch wëstãpòwôł na Tasmanie <extra_id_0> całim òbszarze Aùstralie, a też Nowi Gwinei.	<extra_id_0> a też na <extra_id_1>
Dzysô żëją òni <extra_id_0> òtroce w Miemieckô.	<extra_id_0> jakno ë jejich <extra_id_1>
Je to 970 <extra_id_0> (pò narodzenim Christusa), 970. rok pierszégò tësąclecégò, 70. rok X stolatégò, 10. rok 7-égò dzesãcolecô X stolatégò.	<extra_id_0> rok naszi erë <extra_id_1>
Je to 1742 rok naszi <extra_id_0> Christusa), 742. rok drëdżégò tësąclecô, 42. rok XVIII stolatégò, 2. rok 5-égò dzesãcolecô XVIII stolatégò.	<extra_id_0> erë (pò narodzenim <extra_id_1>
Môlowi majątk w czasach 1. <extra_id_0> pòsztëkòwóny.	<extra_id_0> Pòlsczi Repùbliczi òstôł <extra_id_1>
Na plecach <extra_id_0> z darënkama.	<extra_id_0> dwigô cãżczi miech <extra_id_1>
Bùłgariô <extra_id_0> ò długòscë 354 km.	<extra_id_0> mô brzegòwą liniã <extra_id_1>
Warszawa: Wydawnictwo Naukowe <extra_id_0> 201-210.	<extra_id_0> PWN, 1994, s. <extra_id_1>
Są henë <extra_id_0> zëmë.	<extra_id_0> mrozné a dłudżé <extra_id_1>
Westrzódka kôrtowëch grów widzałé są <extra_id_0> hulla.	<extra_id_0> minhato a téż <extra_id_1>
Pòd <extra_id_0> kaplëcã znikwiono.	<extra_id_0> kóńc XVI wiekù <extra_id_1>
Je to <extra_id_0> erë (pò narodzenim Christusa), 838. rok drëdżégò tësąclecô, 38. rok XIX stolatégò, 8. rok 4-égò dzesãcolecô XIX stolatégò.	<extra_id_0> 1838 rok naszi <extra_id_1>
Leżi w lasny òbéńdze <extra_id_0> kraju Wdzydzczégò Krôjòbrôzowégò Parkù.	<extra_id_0> Tëchòlsczich Bòrów, na <extra_id_1>
Ptóczi pòdskakują i <extra_id_0> z rozpiãtymi skrzidłama.	<extra_id_0> kłôniają sã sobie <extra_id_1>
Mòżna téż warzec piwo <extra_id_0> browarzenie).	<extra_id_0> domôwama spòsobama (domôce <extra_id_1>
W sztërkù włączeniégò jaczégos głosu <extra_id_0> kanał.	<extra_id_0> left napełniwô registrowi <extra_id_1>
Mieszkô w ògardach i <extra_id_0> lëdzach.	<extra_id_0> sadach, dzejô w <extra_id_1>
Ni ma <extra_id_0> a betnice mògą dotrzec célu jednym z wielu szlaków.	<extra_id_0> jedny traëse pilgrzimczi, <extra_id_1>
Monzón je <extra_id_0> (	<extra_id_0> gardã w Aragoniji <extra_id_1>
Na swiece znónëch je kòl <extra_id_0> wespółczasno gatënków wôżków, wëstãpùjącëch na wszëtczich kòntinentach òkróm Antarktidë.	<extra_id_0> 6000 tësąców żëjącëch <extra_id_1>
Do <extra_id_0> 129 dniów.	<extra_id_0> kùńca roku je <extra_id_1>
Zesłanié Swiãtégò Dëcha - wôżne chrzescëjańsczé <extra_id_0> Swiãtégò Dëcha.	<extra_id_0> swiãto ùwdôrzające zesłanié <extra_id_1>
W <extra_id_0> "Magda" (2004) ë "Rozalka" (2004).	<extra_id_0> kaszëbsczim jãzëkù òpùblikòwôł: <extra_id_1>
Rozmieje chùtkò wiornąc, czej <extra_id_0> wroga.	<extra_id_0> czëje pò wòniô <extra_id_1>
Szczép <extra_id_0> czile òdmianów wirusa gripë H1N1, w tim lëdzczi gripë, dwùch zortów swińsczi gripë i ptôszi gripë, jaczé sã tłëkłë òd czile lat w przirodze.	<extra_id_0> ten je krziżówką <extra_id_1>
Jéj pòwrót do grupë nôchãtniéj nadôwónëch mion rozpòczął <extra_id_0> 60. XX w. Katarzëna zëskała wówczas wiôlgą pòpùlarnotã, chtërnô terô ju nieco zmalałô.	<extra_id_0> sã w latach <extra_id_1>
Pòzbawióna zródła dochodu w 1949 r. pòzowała nagò do <extra_id_0> 1953 r. ùkazały sã w pierwszém numerze Playboya.	<extra_id_0> òdjimków, chterë w <extra_id_1>
W <extra_id_0> w bótach na òknach – òstawiô darënczi.	<extra_id_0> dodomach – nôczãszczi <extra_id_1>
Katarzëna <extra_id_0> Kankowska-Filipiak; ùr.	<extra_id_0> Kankòwskô-Filëpiôk (pòl. Katarzyna <extra_id_1>
W 1950 rokù ùrzãdowim zarządzenim <extra_id_0> Siemierzycka Góra w môl miemiecczi pòzwë Schiemritz Berg Zarządzenie Prezesa Rady Ministrów z dnia 3 listopada 1950 r. (M.P. z 1950 r. Nr 134, poz.	<extra_id_0> bëła wprowadzonô pòzwa <extra_id_1>
Swiãti Florión <extra_id_0> ùr.	<extra_id_0> (Florion z Lauriacum; <extra_id_1>
Je to 863 rok naszi erë (pò narodzenim Christusa), 863. rok pierszégò <extra_id_0> IX stalatégò, 3. rok 7-égò dzesãcolecô IX stalatégò.	<extra_id_0> tësąclecégò, 63. rok <extra_id_1>
Pionierzë latania, tacy jak Niemiec Otto Lilienthal (1848-1896), ùdowòdnili, że szëbòwiec <extra_id_0> w pòwietrze.	<extra_id_0> mòże wnieść człowieka <extra_id_1>
W kùńcu 19. stalatégò w Strzépczu mieszkało wicy jak 500 lëdzy, a do òbéńdë wsë rëchòwóné <extra_id_0> z òkòlégò - m. jin.	<extra_id_0> bëłë téż pùstczi <extra_id_1>
Nôbarżi jasnô jinosc zanôlegô na tim, że do héklôwaniô ùżëwô sã jednégò héklôcza zakùńczënégò <extra_id_0> dwùch spiców.	<extra_id_0> hôczykã, a nie <extra_id_1>
Za <extra_id_0> lodofôłtowi akumulacji bierzemë wëtopiszcza i kémë.	<extra_id_0> formë wòdny i <extra_id_1>
Je to 1816 rok naszi erë <extra_id_0> 816. rok drëdżégò tësąclecô, 16. rok XIX stolatégò, 6. rok 2-égò dzesãcolecô XIX stolatégò.	<extra_id_0> (pò narodzenim Christusa), <extra_id_1>
Je to 1905 rok <extra_id_0> narodzenim Christusa), 905. rok drëdżégò tësąclecô, 5. rok XX stolatégò, 5. rok 1-égò dzesãcolecô XX stolatégò.	<extra_id_0> naszi erë (pò <extra_id_1>
Je to 1718 rok naszi erë (pò narodzenim Christusa), 718. rok drëdżégò tësąclecô, <extra_id_0> stolatégò, 8. rok 2-égò dzesãcolecô XVIII stolatégò.	<extra_id_0> 18. rok XVIII <extra_id_1>
Strzikówka <extra_id_0> mediczny jintrument ze zbiérnikiem z dzelëną i tłokiem.	<extra_id_0> - to je <extra_id_1>
Czedës na <extra_id_0> beło czëc bekasa.	<extra_id_0> łąkach kòl błotów <extra_id_1>
Programa na òsta <extra_id_0> 23.zélnika 1995 rokù; òd wersëji 3.0 òbsłëgiwô ramë (frames).	<extra_id_0> pierszi rôz przedstawionô <extra_id_1>
Kòlbôłtëcczé <extra_id_0> to je samòrządnô jinstitucjô kùlturë.	<extra_id_0> Centróm Kùlturë – <extra_id_1>
Z pòczątkù òna zwała <extra_id_0> a pòtemù „Pòmòrsczi Grif”.	<extra_id_0> sã „Kaszëbsczi Grif”, <extra_id_1>
Przejimô òn left, jaczi je tłoczony <extra_id_0> abò przez dmùchawã, magazynëje je i wëtwôrzô cësnienié, jaczi je pòtrzébny do zadãcégò piszczówków, ë téż do dzejanigò jinszich pneùmaticznëch ùrządzeniów.	<extra_id_0> przez czerpakòwi miech, <extra_id_1>
Je zgrôwa bëło ë je ùsôdzenié letczégò, chùtczégò, <extra_id_0> mòżnotą rozszérzaniegò przezérnika.	<extra_id_0> drësznegò brëkòwnikom, z <extra_id_1>
Dwa razë dobéł nôdgrodã Złotëch Lwów za òdjimczi na Festiwalu Pòlsczich Filmów Fabùlarnëch w <extra_id_0> a téż Bruny Żabë na Camerimage (Rewers).	<extra_id_0> Gdini (Pręgi, Rewers) <extra_id_1>
W <extra_id_0> je mniészô wies Môłé Liniewò.	<extra_id_0> òbéńdze szôłtëstwa pòłożonô <extra_id_1>
Pinceta – to je môłé nôrzãdzé do òbsłùżënkù môłich òbiektów, chtërne są za małé <extra_id_0> z nima leno rãkama człowieka.	<extra_id_0> żebë so wëpòmòc <extra_id_1>
Pôdług Tischnera,filozofijô ni mòże <extra_id_0> bëć samojistnu.	<extra_id_0> sã zamëkac mùszi <extra_id_1>
Gwiôzdka mô skùńczëc swòje widzawiszcze przed 12 gòdzëną w nocë, bò w tim czasu òna <extra_id_0> gwiôzdkã z nieba.	<extra_id_0> bë mògła pòtkac <extra_id_1>
Je to 921 rok naszi erë (pò narodzenim Christusa), 921. rok pierszégò tësąclecégò, 21. rok X stolatégò, <extra_id_0> dzesãcolecô X stolatégò.	<extra_id_0> 1. rok 3-égò <extra_id_1>
Wëstãpiwają téż na jinszich terenach <extra_id_0> reprezentowóné przez sandr Piôsznicë.	<extra_id_0> i są m.jin. <extra_id_1>
Jãzëczi: <extra_id_0> tu ùrzãdowima.	<extra_id_0> fińsczi, szwedzczi są <extra_id_1>
Zwela – <extra_id_0> balka w drzewianëch kònstrukcjach scanów.	<extra_id_0> to je nôniższô <extra_id_1>
Aktiwnosc wùlkanicznô <extra_id_0> czasã.	<extra_id_0> zmieniwô sã z <extra_id_1>
Pòwiat <extra_id_0> przikłôd pòlaszeniégò we słowiznie ë syntaksë.	<extra_id_0> pùcczi je to <extra_id_1>
Miono Marta <extra_id_0> òznôczô „pani”.	<extra_id_0> z jãzëka aramejsczégò <extra_id_1>
Dzysô ùplotë <extra_id_0> żeberkòwò-krziżewą.	<extra_id_0> zrobioné sã techniką <extra_id_1>
Łukôsz nie <extra_id_0> dwanôsce apòsztołów Jezësa.	<extra_id_0> należôł do karna <extra_id_1>
Dłudżi lata mieszkôł w tim <extra_id_0> Struck.	<extra_id_0> òkòlim kapitena Felix <extra_id_1>
